ID,Movie_Title,Movie_Tagline,Movie_Release_date,Movie_Genres,Belongs_to_collection,Movie_Original_Language,Movie_Budget,Movie_Revenue,Production_Companies,Production_Countries,Movie_Vote_Count,Movie_Vote_Average,Movie_Popularity,Movie_Runtime,Movie_Overview,Movie_Spoken_Languages,Movie_Poster_Path,Cast,Cast_Size,Crew_Size,Movie_Director,Movie_Profit,Return
122917,The Hobbit: The Battle of the Five Armies,Witness the defining chapter of the Middle-Earth saga,2014-12-10,Action|Adventure|Fantasy,The Hobbit Collection,en,250.0,956.019788,WingNut Films|New Line Cinema|Warner Bros. Pictures|3Foot7|Metro-Goldwyn-Mayer (MGM),New Zealand|United States of America,4884.0,7.1,31.718977,144.0,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",English,<img src='http://image.tmdb.org/t/p/w185//r4fUzktMexHnTfR3Qn44o3r0XAq.jpg' style='height:100px;'>,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish|William Kircher|James Nesbitt|Stephen Hunter|Dean O'Gorman|Aidan Turner|John Callen|Peter Hambleton|Jed Brophy|Mark Hadlow|Adam Brown|Orlando Bloom|Evangeline Lilly|Lee Pace|Cate Blanchett|Hugo Weaving|Christopher Lee|Ian Holm|Mikael Persbrandt|Sylvester McCoy|Luke Evans|Stephen Fry|John Bell|Ryan Gage|Peggy Nesbitt|Mary Nesbitt|Manu Bennett|John Tui|Billy Connolly|Benedict Cumberbatch|Kelly Kilgour|Sarah Peirse|Nick Blake|Simon London|Conan Stevens|Allan Smith|Miranda Harcourt|Thomasin McKenzie,42,127,Peter Jackson,706.019788,3.824079152
140607,Star Wars: The Force Awakens,Every generation has a story.,2015-12-15,Action|Adventure|Science Fiction|Fantasy,Star Wars Collection,en,245.0,2068.223624,Lucasfilm|Truenorth Productions|Bad Robot,United States of America,7993.0,7.5,31.626013,136.0,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",English,<img src='http://image.tmdb.org/t/p/w185//9rd002JS49RwDW944fF1wjU8iTV.jpg' style='height:100px;'>,Daisy Ridley|John Boyega|Adam Driver|Harrison Ford|Oscar Isaac|Carrie Fisher|Mark Hamill|Lupita Nyong'o|Andy Serkis|Domhnall Gleeson|Anthony Daniels|Max von Sydow|Peter Mayhew|Joonas Suotamo|Gwendoline Christie|Simon Pegg|Billie Lourd|Greg Grunberg|Ken Leung|Cailey Fleming|Ian Whyte|Kiran Shah|Pip Torrens|Andrew Jack|Rocky Marshall|Emun Elliott|Brian Vernel|Yayan Ruhian|Sebastian Armesto|Maisie Richardson-Sellers|Warwick Davis|Iko Uwais|Anna Brewster|Harriet Walter|Tim Rose|Mike Quinn|Jessica Henwick|Crystal Clarke|Leanne Best|Philicia Saunders|Jeffery Kissoon|Claudia Sermbezis|Gerald W. Abrams|Jim McGrath|Morgan Dameron|Tosin Cole|James McArdle|Stefan Grube|Thomas Brodie-Sangster|Daniel Craig|Michael Giacchino|Nigel Godrich|Pip Andersen|Dixie Arnold|Hannah John-Kamen|Mark Stanley|Ewan McGregor|Frank Oz|Alec Guinness|Sasha Frost|Miltos Yerolemou|Judah Friedlander|Victor McGuire|Erik Bauersfeld|Dave Chapman|Brian Herring|Cecep Arif Rahman|Kate Fleetwood|Tom Kane|Catherine Taber|Matthew Wood|James Arnold Taylor|Michael Donovan|Devon Libran|Robert Stambler|Verona Blue|Fred Tatasciore|Patrick Correll|Karen Huie|Orly Schuchmacher|Mark Dodson|Kevin Smith|Samuel Witwer|Saara Forsberg,84,113,J.J. Abrams,1823.223624,8.441729077551022
209112,Batman v Superman: Dawn of Justice,Justice or revenge,2016-03-23,Action|Adventure|Fantasy,Man of Steel Collection,en,250.0,873.260194,DC Comics|Atlas Entertainment|Warner Bros.|DC Entertainment|Cruel & Unusual Films|RatPac-Dune Entertainment,United States of America,7189.0,5.7,31.435879,151.0,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",English,<img src='http://image.tmdb.org/t/p/w185//lQUFeo0oRvtiLKlT5zkQkuCW4jA.jpg' style='height:100px;'>,Ben Affleck|Henry Cavill|Gal Gadot|Amy Adams|Jesse Eisenberg|Diane Lane|Jeremy Irons|Laurence Fishburne|Holly Hunter|Scoot McNairy|Callan Mulvey|Tao Okamoto|Jena Malone|Brandon Spink|Lauren Cohan|Hugh Maguire|Michael Cassidy|Alan D. Purwin|Dan Amboyer|Rebecca Buller|Harry Lennix|Christina Wren|Jade Chynoweth|Chad Krowchuk|Kevin Costner|Ezra Miller|Patrick Wilson|Michael Shannon|Charlie Rose|Vikram Gandhi|Andrew Sullivan|Neil deGrasse Tyson|Jon Stewart|Soledad O'Brien|Erika R. Erickson|Dana Bash|Nancy Grace|Anderson Cooper|Brooke Baldwin|Carla Gugino|杰森·莫玛|Joe Morton|Ray Fisher|Joseph Cranford|Emily Peterson|Jeffrey Dean Morgan|Sammi Rotibi|Hanna Dworkin|Tiffany L. Addison|Owais Ahmed|Anish Jethmalani|Tiffany Bedwell|Natalee Arteaga|Keith D. Gallagher|Jeff Dumas|Miriam Lee|Alicia Regan|Stephanie Koenig|Ripley Sobo|Richard Burden|Julius Tennon|Wunmi Mosaku|Dennis North|Kiff VandenHeuvel|Mason Heidger|Ahney Her|Kristine Cabanban|Sebastian Sozzi|Kent Shocknek|Ralph Lister|Sammy A. Publes|Jay R. Adams|David Midura|Jay Towers|Michael Ellison|Kirill Ostapenko|Rashontae Wawrzyniak|Tom Luginbill|Dave Pasch|Danny Mooney |Henry Frost III|Nicole Forester|Debbie Stabenow|Milica Govich |John Lepard|Sandra Love Aldridge|Graham W.J. Beal|Henri Franklin|Jonathan West|T.J. Martinelli|Chris Newman|Lulu Dahl|Sam Logan Khaleghi|Anne Marie Damman|Connie Craig|Henrietta Hermelin|Patrick Leahy|Albert Valladares|David Paris|Abigail Kuklis|Greg Violand|Tiren Jhames|Steve Jasgur|Jonathan Stanley|Jesse Nagy|Duvale Murchison|Thomas J. Fentress|Coburn Goss|Jeff Hanlin|Gary A. Hecker|Robin Atkin Downes|Issac Ryan Brown|Barton Bund|Bailey Chase|Patrick O'Connor Cronin|Sonja Crosby|C.T. Fletcher|Ahman Green|Diana Gaitirira|Jalene Mack|Esodie Geiger|Nene Nwoko|Scott Edward Logan|Marcus Goddard|Cruz Gonzalez-Cadel|Alma Martinez|Sal Lopez|Marcel Shihadeh|Theo Bongani Ndyalvane|Satori Shakoor|Ele Bardha|Inder Kumar|Brandon Bautista|Laura Atwood|Debbie Scaletta|David Leach|Gordon Michaels|Brian Boland|Taras Los|Jason Hughley|Sidi Henderson|Meighan Gerachis|Nicole Santini|Axel Harney|Wayne E. Brown|Dante Briggins|Shannon Garnett|Lynch R. Travis|Carmen Gangale|Joe Cipriano|Will Blagrove|Marcelo Bem,152,111,Zack Snyder,623.260194,3.493040776
285,Pirates of the Caribbean: At World's End,"At the end of the world, the adventure begins.",2007-05-19,Adventure|Fantasy|Action,Pirates of the Caribbean Collection,en,300.0,961.0,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,United States of America,4627.0,6.9,31.363664,169.0,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",English,<img src='http://image.tmdb.org/t/p/w185//oVh3REsCwJwmrTkZ9OkkeKiAE02.jpg' style='height:100px;'>,Johnny Depp|Orlando Bloom|Keira Knightley|Stellan Skarsgård|Chow Yun-fat|Bill Nighy|Geoffrey Rush|Jack Davenport|Kevin McNally|Tom Hollander|Naomie Harris|Jonathan Pryce|Keith Richards|Lee Arenberg|Mackenzie Crook|Greg Ellis|David Bailie|Martin Klebba|David Schofield|Lauren Maher|Vanessa Branch|Angus Barnett|Giles New|Reggie Lee|Dominic Scott Kay|Takayo Fischer|David Meunier|Ho-Kwan Tse|Andy Beckwith|Peter Donald Badalamenti II|Christopher S. Capp|Keith Richards|Hakeem Kae-Kazim|Ghassan Massoud,34,32,Gore Verbinski,661.0,3.203333333333333
1930,The Amazing Spider-Man,The untold story begins.,2012-06-27,Action|Adventure|Fantasy,The Amazing Spider-Man Collection,en,215.0,752.215857,Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment,United States of America,6734.0,6.5,31.102267,136.0,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",English,<img src='http://image.tmdb.org/t/p/w185//5jsLnOo7kzj7HmAoiJkp1Y5yEgb.jpg' style='height:100px;'>,Andrew Garfield|Emma Stone|Rhys Ifans|Denis Leary|Campbell Scott|Irrfan Khan|Martin Sheen|Sally Field|Max Charles|Chris Zylka|Embeth Davidtz|Leif Gantvoort|Hannah Marks|Kelsey Asbille|C. Thomas Howell|Stan Lee|Michael Massee|Michael Papajohn|Kari Coleman|Charlie DePew|Skyler Gisondo|Jacob Rodier|Jake Keiffer|Kevin McCorkle|Barbara Eve Harris|Danielle Burgio|Michael Barra|Andy Pessoa|Andy Gladbach|Ring Hendricks-Tellefsen|Tom Waite|Keith Campbell|Steve DeCastro|James Chen|Alexander Bedria|John Burke|Jill Flint|Mark Daugherty|Milton González|Vincent Laresca|Damien Lemon|Ty Upshaw|Tia Texada|Jay Caputo|Terry Bozeman|Jennifer Lyons|Amber Stevens|Zoey Deutch|Jody Cosgrove-Kao|Max Bogner|Ethan Cohn|Miles Elliot|Miranda LaDawn Hill|Amanda MacDonald|Maury Morgan|Amy Novondo|Kristin Quick,57,106,Marc Webb,537.215857,3.4986784046511628
58,Pirates of the Caribbean: Dead Man's Chest,Jack is back!,2006-06-20,Adventure|Fantasy|Action,Pirates of the Caribbean Collection,en,200.0,1065.659812,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,United States of America,5380.0,7.0,29.455314,151.0,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",English|Türkçe|ελληνικά|普通话,<img src='http://image.tmdb.org/t/p/w185//AdRQGfT05z6L9gIpUpkh4McMmpm.jpg' style='height:100px;'>,Johnny Depp|Orlando Bloom|Keira Knightley|Stellan Skarsgård|Bill Nighy|Jack Davenport|Kevin McNally|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Tom Hollander|Naomie Harris|David Bailie|Martin Klebba|David Schofield|Alex Norton|Geoffrey Rush|Dermot Keaney|Andy Beckwith|Clive Ashborn|Reggie Lee|Christopher Adamson|Jonathan Linsley|John Boswall|Max Baker|Steve Speirs|Lauren Maher|Vanessa Branch|Luke de Woolfson|Jonathan Kite|Ho-Kwan Tse|Peter Donald Badalamenti II|Christopher S. Capp|Philip Ettington,34,23,Gore Verbinski,865.6598120000001,5.328299060000001
1865,Pirates of the Caribbean: On Stranger Tides,Live Forever Or Die Trying.,2011-05-14,Adventure|Action|Fantasy,Pirates of the Caribbean Collection,en,380.0,1045.713802,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company (MPC),United States of America,5068.0,6.4,27.88772,136.0,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",English|Español,<img src='http://image.tmdb.org/t/p/w185//keGfSvCmYj7CvdRx36OdVrAEibE.jpg' style='height:100px;'>,Johnny Depp|Penélope Cruz|Ian McShane|Kevin McNally|Geoffrey Rush|Sam Claflin|Astrid Bergès-Frisbey|Stephen Graham|Greg Ellis|Damian O'Hare|Óscar Jaenada|Richard Griffiths|Keith Richards|Gemma Ward|Judi Dench|Ian Mercer|Robbie Kay|Christopher Fairbank|Yuki Matsuzaki|Steve Evets|Bronson Webb|Derek Mears|Deobia Oparei|Sebastian Armesto|Anton Lesser|Roger Allam|Paul Bazely|Richard Thomson|Danny Le Boyer|Alan J. Utley-Moore|Luke Roberts|Emilia Jones|Sanya Hughes|Daniel Ings|LeJon|Siegfried Peters,36,39,Rob Marshall,665.713802,2.7518784263157894
559,Spider-Man 3,The battle within.,2007-05-01,Fantasy|Action|Adventure,Spider-Man Collection,en,258.0,890.871626,Columbia Pictures|Laura Ziskin Productions|Marvel Enterprises,United States of America,3687.0,5.9,27.614265000000003,139.0,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",English|Français,<img src='http://image.tmdb.org/t/p/w185//rLwhewWypBL88VFGf6haSdnNj2U.jpg' style='height:100px;'>,Tobey Maguire|Kirsten Dunst|James Franco|Thomas Haden Church|Topher Grace|Bryce Dallas Howard|Rosemary Harris|James Cromwell|J.K. Simmons|Theresa Russell|Dylan Baker|Bill Nunn|Elizabeth Banks|Ted Raimi|Perla Haney-Jardine|Willem Dafoe|Cliff Robertson|Elya Baskin|Mageina Tovah|Michael Papajohn|Joe Manganiello|Stan Lee|Bruce Campbell|Christopher Young|Grant Curtis|Daniel Gillies|John Paxton|Becky Ann Baker|Steve Valentine|Hal Fishman|Lucy Gordon|Toni Wynne|Andre B. Blake|Tim Maculan|Marc Vann|Joe Bays|Gregg Daniel|Rogelio T. Ramos|Timothy Patrick Quill|Kathryn Bryding|Joe Virzi|Bill E. Rogers|Michael Alexander|April Parker-Jones|Edward Padilla|Robert Curtis Brown|Paul Terrell Clayton|Carolyn Neff|Christina Cindrich|Sonya Maddox|Derrick 'Phoenix' Thomas|Jessi Collins|Michael McLaughlin|Anne Gartlan|Emilio Rivera|Keith Woulard|Reynaldo Gallegos|Jim Coope|Dean Edwards|Margaret Laney|Aimee Miles|Tanya Bond|Mark Kubr|Tony Besson|Ramon Adams|A.J. Adelman|Angelis Alexandris|Dawn Marie Anderson|Frank Anello|Anya Avaeva|David Backus|Tiffany L. Baker|Marc C. Cancassi|Sujeilee Candele|Michael Ciesla|Irina Costa|John Crann|Crystal Marie Denha|Amy V. Dewhurst|Paul Edney|Natalie Fabry|Keith Fausnaught|Amanda Florian|Brianna Leann Florian|Tiffany Ashley Florian|Shaun Patrick Flynn|Logan Fry|Kevin Fung|Tony Galtieri|Chuck Gerena|Brian Hopson|Claude Jay|Julie Jei|Andrew James Jones|Natalie Jones|Christopher Jude|Brittany Krall|Alyssa Lakota|Tia Latrell|Linda Lee|Pierangeli Llinas|Bernadette Lords|Sandrine Marlier|Laura McDavid|Natalie McNeil|Daniel Mignault|Martha Millan|Michele-Nanette Miller|Claudia Katz Minnick|Robert Myers|Joseph O'Brien|Jen Oda|Anjelia Pelay|Nick Poltoranin|Vanessa Reseland|La Rivers|Bria Roberts|Luis Rosa|Vanessa Ross|Brenna Roth|Shade Rupe|Arick Salmea|Eric Shackelford|Daniel Shafer|Abbey Skinner|Kristin Somo|Jennifer Sparks|Christopher Stadulis|Jimmy Star|Arne Starr|Liam Stone|Tajna Tanovic|Aija Terauda|Brigid Turner|Evelyn Vaccaro|Nick Vlassopoulos|Sincerely A. Ward|Silq Webster|Graig F. Weich|Fredrick Weiss|Jennifer Weston|Trenton Willey|Ray Wineteer,143,56,Sam Raimi,632.871626,3.4529907984496124
597,Titanic,Nothing on Earth could come between them.,1997-11-18,Drama|Romance|Thriller,,en,200.0,1845.034188,Paramount Pictures|Twentieth Century Fox Film Corporation|Lightstorm Entertainment,United States of America,7770.0,7.5,26.88907,194.0,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",English|Français|Deutsch|svenska|Italiano|Pусский,<img src='http://image.tmdb.org/t/p/w185//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg' style='height:100px;'>,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates|Gloria Stuart|Bill Paxton|Bernard Hill|David Warner|Victor Garber|Jonathan Hyde|Suzy Amis|Lewis Abernathy|Nicholas Cascone|Danny Nucci|Jason Barry|Lew Palter|Eric Braeden|Bernard Fox|Ewan Stewart|Ioan Gruffudd|Jonny Phillips|Edward Fletcher|Scott G. Anderson|Martin East|Gregory Cooke|Alexandrea Owens|Seth Adkins|Michael Ensign|Anatoly M. Sagalevitch|Martin Hub|Mark Lindsay Chapman|Richard Graham|Paul Brightwell|Ron Donachie|Charlotte Chatton|Fannie Brett|Jenette Goldstein|Camilla Overbye Roos|Linda Kerns|Amy Gaipa|Martin Jarvis|Rosalind Ayres|Rochelle Rose|Jonathan Evans-Jones|Brian Walsh|Rocky Taylor|Craig Kelly|Liam Tuohy|Simon Crane|James Lancaster|Elsa Raven|Reece P. Thompson III|Laramie Landis|Mark Rafael Truitt|John Walcutt|Terry Forrestal|Derek Lea|Richard Ashton|Sean Nepita|Brendan Connolly|David Cronnelly|Garth Wilton|Richard Fox|Nick Meaney|Kevin Owers|Mark Capri|Marc Cass|Paul Herbert|Emmett James|Chris Byrne|Oliver Page|James Garrett|Erik Holland|Erik Holland|Jari Kinnunen|Anders Falk|Barry Dennen|Vern Urich|Rebecca Klingler|Tricia O'Neil|Kathleen S. Dunn|Romeo Francis|Mandana Marino|Van Ling|Bjørn Olsen|Dan Pettersson|Shay Duffin|Greg Ellis|Diana Morgan|Kris Andersson|Bobbie Bates|Aaron James Cash|Anne Fletcher|Edmond Alan Forsyth|Andie Hicks|Scott Hislop|Stan Mazin|Lisa Ratzin|Julene Renee|Brian Baines|Ellie Bensinger|Alexandra Boyd|Mike Butters|James Cameron|Bruno Campolo|Chris Cragnotti|Kevyn Currie|Kevin De La Noy|Thomas Fiss|Griffin Howell|Sean Howse|Tony Kenny|Bret Aaron Knower|George Kosty III|George Kosty Jr.|Geoffrey C. Kosty|Gregory Charles Kosty|Sean Lawlor|John Leonhardt|Miguel A. Lomelin|Don Lynch|Johnny Martin|Ryan McClurkin|Meghan McLeod|Mike O'Neal|Julian Oros|Phil Parlapiano|Judy Prestininzi|Steven Quale|Olivia Rosewood|John Slade|Stephen Wolfe Smith|R. Gern Trowbridge|Francisco Váldez|Lucie Zolcerova,136,65,James Cameron,1645.034188,9.22517094
102382,The Amazing Spider-Man 2,No more secrets.,2014-04-16,Action|Adventure|Fantasy,The Amazing Spider-Man Collection,en,200.0,705.717432,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,United States of America,4274.0,6.5,26.23687,142.0,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",English,<img src='http://image.tmdb.org/t/p/w185//579HAFLpODEC9Reb64wbCHSUi4O.jpg' style='height:100px;'>,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Campbell Scott|Embeth Davidtz|Colm Feore|Paul Giamatti|Sally Field|Max Charles|Felicity Jones|Marton Csokas|Chris Cooper|B. J. Novak|Denis Leary|Kari Coleman|Charlie DePew|Skyler Gisondo|Jacob Rodier|Stan Lee|Michael Massee|Aidy Bryant|J.D. Walsh|Louis Cancelmi|Sarah Gadon|Frank Deal|Martin Sheen|Mark Doherty|Jorge Vega|Bill Heck|Teddy Coluca|Helen Stern|Cal McCrystal|Anslem Richardson|James Colby|Robert Newman|Adrian Martinez|Thaddeus Phillips|James McCauley|Rachael McOwen|David Shabtai|Greg Connolly |Tug Coker|Jabari Gray|Jamie Lynn Concepcion|Pat Kiernan|Jessica Abo|Clem Cheung|Dusan Hyska|Andrei Runtso|Brennan Taylor|Slate Holmgren|Salvatore L. Rossi|Drew Beasley|Matthew Tronieri|Dario Barosso|Paul Urcioli|David Shih|Daniel Gerroll|Brian McElhaney|Jonathan Braylock|Steven Hauck|Jessica Shea Alverson|Peter Tzotchev|Timothy Adams,65,102,Marc Webb,505.717432,3.5285871600000003
72190,World War Z,Remember Philly!,2013-06-20,Action|Drama|Horror|Science Fiction|Thriller,World War Z Collection,en,200.0,531.865,Paramount Pictures|GK Films|Skydance Productions|Hemisphere Media Capital|Apparatus Productions|Latina Pictures|2DUX²,United States of America|Malta,5683.0,6.7,26.114917,116.0,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",English,<img src='http://image.tmdb.org/t/p/w185//pLMpv8ckcDP3kiEd2fhwY7XrjHz.jpg' style='height:100px;'>,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale|Elyes Gabel|David Andrews|Daniella Kertesz|Ludi Boeken|Fana Mokoena|Fabrizio Zacharee Guido|David Morse|Matthew Fox|Peter Capaldi|Moritz Bleibtreu|Ruth Negga|Pierfrancesco Favino|Konstantin Khabenskiy|Troy Glasgow|Nick Bartlett|Julia Levy-Boeken|Ann Ogbomo,22,31,Marc Forster,331.865,2.659325
